stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_street,stop_city,stop_region,stop_postcode,stop_country,zone_id
1089,"Elm / Larone (1089)",,  42.118488, -72.627556,,,,,,
109,"Amherst Crossing (Out) (109)",,  42.375698, -72.507401,,,,,,
1091,"Plainfield / Clayton (opposite) (1091)",,  42.118671, -72.614723,,,,,,
1093,"Main/Portland (1093)",,  42.118587, -72.607811,,,,,,
1096,"Bay / Cambridge (1096)",,  42.118923, -72.564568,,,,,,
1097,"Main opposite Portland (1097)",,  42.118484, -72.607605,,,,,,
11,"Cliffside (11)",,  42.452225, -72.563591,,,,,,
110,"Amherst Town Hall (110)",,  42.375603, -72.519341,,,,,,
1100,"Parker / Vincent (1100)",,  42.119263, -72.498550,,,,,,
11003,"HOLYOKE HIGH (11003)",,  42.200729, -72.623245,,,,,,
11008,"Dean Tech (11008)",,  42.177475, -72.631111,,,,,,
1101,"State / Blunt Park Rd (1101)",,  42.118675, -72.546951,,,,,,
11011,"Jarvis and Easthampton (11011)",,  42.219898, -72.639587,,,,,,
1103,"Carew/Algonquin(opposite) (1103)",,  42.118141, -72.594902,,,,,,
1104,"Chestnut / Chapin (1104)",,  42.117950, -72.603104,,,,,,
1105,"Carew/Algonquin (1105)",,  42.118011, -72.594772,,,,,,
1106,"Bay / Clifford (1106)",,  42.118366, -72.564987,,,,,,
1107,"Putnam High School (1107)",,  42.118488, -72.547417,,,,,,
1109,"Chestnut / Calhoun (1109)",,  42.117947, -72.602913,,,,,,
111,"Heatherstone Road (Out) (111)",,  42.375839, -72.481194,,,,,,
1110,"Sanderson / Sanderson (1110)",,  42.117794, -72.614563,,,,,,
11101,"Heatherstone Road (In) (11101)",,  42.376102, -72.481049,,,,,,
11115,"Cherry and Homestead (11115)",,  42.201092, -72.642357,,,,,,
11116,"Homestead and Cherry (11116)",,  42.201000, -72.642220,,,,,,
11117,"Main and Sargent(Holyoke Tripper) (11117)",,  42.197906, -72.609230,,,,,,
1112,"Sanderson / Whiting (opposite) (1112)",,  42.117683, -72.616287,,,,,,
11121,"Lower Westfield/Whiting Farms(Holyoke Tripper) (11",,  42.174358, -72.640381,,,,,,
11123,"High and Sargent (Holyoke Tripper) (11123)",,  42.200298, -72.614128,,,,,,
11124,"Main and Sargent(Holyoke Tripper) (11124)",,  42.197456, -72.609680,,,,,,
1113,"Sanderson / Whiting (1113)",,  42.117607, -72.616226,,,,,,
1114,"Bay / Princeton (1114)",,  42.117836, -72.565628,,,,,,
11140,"Stony Hill and Boston Rd(IB) (11140)",,  42.148785, -72.478386,,,,,,
1117,"Sanderson / Division (1) (1117)",,  42.117405, -72.617737,,,,,,
1119,"Elm / Sheaffer (1119)",,  42.116978, -72.627724,,,,,,
112,"Amherst Common (N) (112)",,  42.374569, -72.519760,,,,,,
1120,"Sanderson / Division (1120)",,  42.117283, -72.617798,,,,,,
1121,"Mass Mutual (1121)",,  42.117859, -72.545601,,,,,,
1125,"Wilbraham / Bellwood (1125)",,  42.117702, -72.516884,,,,,,
1126,"State / Unnamed Street (1126)",,  42.117405, -72.548309,,,,,,
1127,"Main / Hooker St. (1127)",,  42.116840, -72.607056,,,,,,
1128,"Main / E. Hooker St. (1128)",,  42.116798, -72.606880,,,,,,
1129,"Wilbraham / Pineview (1129)",,  42.117687, -72.514931,,,,,,
113,"Amherst Common (S) (113)",,  42.374485, -72.519897,,,,,,
1130,"Elm / Eldridge (1130)",,  42.116631, -72.627403,,,,,,
1131,"Wilbraham / Granger (1131)",,  42.117645, -72.512733,,,,,,
1132,"Wilbraham / Denwall (1132)",,  42.117596, -72.514580,,,,,,
1133,"Wilbraham / Catalpa (1133)",,  42.117619, -72.510544,,,,,,
1134,"Wilbraham / Jonquil (1134)",,  42.117546, -72.512367,,,,,,
1135,"Wilbraham and Fenway (Northside) (1135)",,  42.117577, -72.507828,,,,,,
1136,"Wilbraham / Birchland (1136)",,  42.117542, -72.510818,,,,,,
1137,"Carew/ Cass and Desrosiers (1137)",,  42.116768, -72.595131,,,,,,
1139,"Liberty / Ledyard (1139)",,  42.116756, -72.584747,,,,,,
114,"Amity Place (Out) (114)",,  42.374020, -72.531555,,,,,,
1140,"Wilbraham and Jeffrey (south side) (1140)",,  42.117500, -72.508453,,,,,,
1141,"Bay / Welcome (1141)",,  42.116936, -72.566376,,,,,,
1142,"Wilbraham / Lumae (1142)",,  42.117523, -72.504356,,,,,,
1143,"This stop is no longer serviced (1143)",,  42.116650, -72.595306,,,,,,
1144,"Chestnut / Bancroft (1144)",,  42.116543, -72.601295,,,,,,
1145,"Wilbraham / Lumae (1145)",,  42.117416, -72.504433,,,,,,
1147,"Sci Tech High School (1147)",,  42.116867, -72.549118,,,,,,
1149,"Liberty / Genesee (1149)",,  42.116592, -72.584892,,,,,,
115,"Amherst Glass (In) (115)",,  42.376263, -72.501312,,,,,,
1151,"Bay / Bowles (1151)",,  42.116333, -72.567032,,,,,,
1152,"Sanderson / Division (2) (1152)",,  42.115971, -72.617783,,,,,,
1153,"Main / Delmont (1153)",,  42.114647, -72.728745,,,,,,
1154,"Main / Us Hwy 20 (1154)",,  42.114639, -72.729675,,,,,,
1156,"Parker / Ramp (1156)",,  42.116936, -72.498962,,,,,,
1157,"Main / Huntington (1157)",,  42.115856, -72.606590,,,,,,
1158,"Clyde / Sanderson (1158)",,  42.115776, -72.617592,,,,,,
116,"Amherst College (116)",,  42.372890, -72.518814,,,,,,
1160,"Springfield / Brooklawn(Flag stop - signal driver)",,  42.117035, -72.472298,,,,,,
1161,"Mercy Hospital (1161)",,  42.115891, -72.593918,,,,,,
1162,"Wilbraham / Park (1162)",,  42.116627, -72.521072,,,,,,
1166,"Springfield / Wilbraview (1166)",,  42.116863, -72.474045,,,,,,
1167,"Wilbraham / Park (1167)",,  42.116409, -72.521683,,,,,,
1168,"Bay / Dartmouth (1168)",,  42.116222, -72.567009,,,,,,
117,"Oak Knoll (Out) (117)",,  42.371635, -72.480095,,,,,,
11701,"Oak Knoll (In) (11701)",,  42.371647, -72.480011,,,,,,
1174,"Wilbraham / Springfield (1174)",,  42.116547, -72.476799,,,,,,
1176,"State / Berlin (1176)",,  42.115562, -72.551750,,,,,,
1177,"Duggan Middle School (1177)",,  42.116009, -72.525070,,,,,,
1178,"Wilbraham / Kane (1178)",,  42.116123, -72.500351,,,,,,
1179,"Clyde / Plainfield (1179)",,  42.115173, -72.612320,,,,,,
118,"Colonial Village (In) (118)",,  42.370281, -72.499146,,,,,,
1181,"Clyde / Plainfield (2) (1181)",,  42.115112, -72.612671,,,,,,
1183,"Duggan Middle School (1183)",,  42.115837, -72.525177,,,,,,
1184,"Wilbraham / Kane (1184)",,  42.115913, -72.500252,,,,,,
1185,"Chestnut / Hebron (1185)",,  42.115082, -72.599358,,,,,,
1186,"Parker / Wilbraham (1186)",,  42.115826, -72.498665,,,,,,
1187,"Main / Sheldon (1187)",,  42.114925, -72.606239,,,,,,
1188,"Wilbraham / Glenoak (1188)",,  42.116203, -72.478958,,,,,,
1189,"Wilbraham / Glenoak (1189)",,  42.116135, -72.479012,,,,,,
119,"Colonial Village (Out) (119)",,  42.370186, -72.499069,,,,,,
1191,"Bay / Clarendon (1191)",,  42.115196, -72.568077,,,,,,
1192,"Wilbraham / Pine Acre (1192)",,  42.115955, -72.480568,,,,,,
1193,"Clyde St. (#2) (1193)",,  42.114799, -72.615189,,,,,,
1194,"State / Dearborn (1194)",,  42.115292, -72.552155,,,,,,
1195,"Clyde / M (1195)",,  42.114624, -72.616425,,,,,,
1197,"Carew / Massasoit (1197)",,  42.114819, -72.595810,,,,,,
1198,"Wilbraham / Pine Acre (1198)",,  42.115807, -72.481094,,,,,,
1199,"Main / Westfield Street Shops Drive (1199)",,  42.113346, -72.724091,,,,,,
12,"Squire Village (In) (12)",,  42.451557, -72.562866,,,,,,
120,"Colonial Village / S East Street (In) (120)",,  42.369362, -72.501648,,,,,,
1200,"Main / Jefferson (1200)",,  42.114517, -72.605919,,,,,,
1201,"State / Cortland (1201)",,  42.114937, -72.553696,,,,,,
1203,"Carew/Cass (1203)",,  42.115833, -72.595375,,,,,,
1204,"Wilbraham / Peekskill (1204)",,  42.115433, -72.484100,,,,,,
1205,"Elm / Kings (1205)",,  42.113884, -72.625107,,,,,,
1206,"Wilbraham / Barrison (1206)",,  42.114937, -72.528015,,,,,,
1207,"State / Dresden (1207)",,  42.114689, -72.553993,,,,,,
1208,"Dwight / Osgood (1208)",,  42.115166, -72.602791,,,,,,
1209,"Elm / Witch (1209)",,  42.113949, -72.625328,,,,,,
121,"Colonial Village / S East Street (Out) (121)",,  42.369293, -72.501717,,,,,,
1210,"Wilbraham / Barrison (1210)",,  42.114861, -72.527969,,,,,,
1211,"Bay / Buckingham (1211)",,  42.114220, -72.568954,,,,,,
1213,"Bay / Buckingham (1213)",,  42.114456, -72.568626,,,,,,
1214,"Plainfield / Orchard (opposite) (1214)",,  42.113892, -72.610825,,,,,,
1215,"Main / Driveway (1215)",,  42.112774, -72.720421,,,,,,
1216,"Wilbraham / Delmore (1216)",,  42.114635, -72.529884,,,,,,
1219,"Wilbraham / Aberdale (1219)",,  42.114964, -72.487350,,,,,,
1220,"Plainfield / Orchard (1220)",,  42.113747, -72.610840,,,,,,
1221,"State/Maynard (1221)",,  42.114277, -72.555733,,,,,,
1222,"Carew/Chestnut (1222)",,  42.113903, -72.596519,,,,,,
1224,"Wilbraham / Marine (1224)",,  42.114868, -72.487518,,,,,,
1225,"Carew/Chestnut (1225)",,  42.113861, -72.596405,,,,,,
1226,"Wilbraham / Marine (1226)",,  42.114773, -72.488609,,,,,,
1228,"Wilbraham / Walsh (1228)",,  42.114346, -72.531013,,,,,,
123,"Amherst Community Health Ctr (Out) (123)",,  42.368740, -72.533485,,,,,,
1230,"Wilbraham / Cabinet (1230)",,  42.114655, -72.489006,,,,,,
1232,"Chestnut / Sherrington (1232)",,  42.113651, -72.597435,,,,,,
1233,"Main / Bancroft (1233)",,  42.113541, -72.605446,,,,,,
1234,"Wilbraham / Monticello (1234)",,  42.114212, -72.532814,,,,,,
1235,"Dwight / Hebron (1235)",,  42.113567, -72.601318,,,,,,
1236,"Wilbraham / Monticello (1236)",,  42.114120, -72.532867,,,,,,
1237,"Wilbraham / Senator (1237)",,  42.114452, -72.490807,,,,,,
1238,"State / Homer (1238)",,  42.113926, -72.556419,,,,,,
1239,"Westfield Shops (1239)",,  42.112194, -72.723969,,,,,,
124,"Amherst Community Health Ctr (In) (124)",,  42.368645, -72.533394,,,,,,
1240,"Wilbraham / Truman (1240)",,  42.114216, -72.535828,,,,,,
1242,"Wilbraham / Truman (1242)",,  42.113972, -72.534515,,,,,,
1244,"Wilbraham / Marchioness (1244)",,  42.114269, -72.492088,,,,,,
1246,"Wilbraham / Unnamed Street (1246)",,  42.113777, -72.538467,,,,,,
1247,"Wilbraham / Marchioness (1247)",,  42.114147, -72.492668,,,,,,
1249,"Wilbraham / Unnamed Street (1249)",,  42.113682, -72.538391,,,,,,
125,"Big Y - Amherst (125)",,  42.367916, -72.534561,,,,,,
1252,"Wilbraham / Old Acre (1252)",,  42.113930, -72.493393,,,,,,
1253,"State / Mapledell St (1253)",,  42.113338, -72.558754,,,,,,
1254,"Springfield / Main (1254)",,  42.111671, -72.711815,,,,,,
1255,"Wilbraham / Alden (1255)",,  42.113194, -72.542747,,,,,,
1257,"Plainfield / Lowell (1257)",,  42.112705, -72.610100,,,,,,
1258,"Springfield / Us Hwy 20 (1258)",,  42.111687, -72.711578,,,,,,
1259,"Wilbraham / Norfolk (1259)",,  42.113117, -72.550323,,,,,,
126,"Stony Hill (Out) (126)",,  42.367565, -72.479797,,,,,,
1260,"Plainfield / Lowell (opposite) (1260)",,  42.112556, -72.609909,,,,,,
12601,"Stony Hill (In) (12601)",,  42.367466, -72.479759,,,,,,
1261,"Wilbraham / Carlisle (1261)",,  42.113144, -72.549171,,,,,,
1263,"American International College (1263)",,  42.113014, -72.559273,,,,,,
1264,"Wilbraham / Norfolk (1264)",,  42.112988, -72.550674,,,,,,
1265,"Wilbraham / Alden (1265)",,  42.113056, -72.543068,,,,,,
1266,"Bay / Westminster (1266)",,  42.112782, -72.570267,,,,,,
1267,"Main opposite Morgan (1267)",,  42.112404, -72.604492,,,,,,
1268,"Worthington / Federal (1268)",,  42.112690, -72.580132,,,,,,
1269,"Bay / Westminster (1269)",,  42.112934, -72.570030,,,,,,
127,"Stop and Shop - Hadley (127)",,  42.365696, -72.538383,,,,,,
1270,"Carew/Dwight (1) (1270)",,  42.112438, -72.598488,,,,,,
1271,"Wilbraham / Suffolk (1271)",,  42.112831, -72.552315,,,,,,
1273,"MLK Community Center (Inbound) (1273)",,  42.112698, -72.560699,,,,,,
1274,"Carew/Dwight (3) (1274)",,  42.112305, -72.598495,,,,,,
1275,"Wilbraham / Lakeside (1275)",,  42.112816, -72.544632,,,,,,
1276,"Wilbraham / Benton (1276)",,  42.112789, -72.546188,,,,,,
1277,"Elm / Rochelle (1277)",,  42.112087, -72.625023,,,,,,
1278,"Wilbraham / Suffolk (1278)",,  42.112720, -72.552551,,,,,,
1279,"State / Andrew (1279)",,  42.112690, -72.560776,,,,,,
128,"Greenleaves Drive (128)",,  42.365360, -72.535492,,,,,,
1280,"Dwight / Grosvenor (1280)",,  42.112198, -72.599747,,,,,,
1281,"MLK Community Cener (1281)",,  42.112553, -72.560699,,,,,,
1282,"Carew/Dwight (2) (1282)",,  42.112148, -72.598892,,,,,,
1283,"Wilbraham / Reed (1283)",,  42.112469, -72.554329,,,,,,
1284,"Wilbraham / Rochelle (1284)",,  42.112457, -72.555038,,,,,,
1285,"Elm / Rochelle (1285)",,  42.111706, -72.624916,,,,,,
1286,"Main / Morgan (1286)",,  42.111549, -72.603271,,,,,,
1287,"Chestnut / Stafford (1287)",,  42.112053, -72.595757,,,,,,
1288,"Worthington / Kibbe (1288)",,  42.111923, -72.583076,,,,,,
129,"Emerson Court (Out) (129)",,  42.365135, -72.484268,,,,,,
1290,"Carew/Dwight (2) (1290)",,  42.111267, -72.598625,,,,,,
12901,"Emerson Court (In) (12901)",,  42.365059, -72.484306,,,,,,
1291,"Western New England Hospital (1291)",,  42.110798, -72.701324,,,,,,
1292,"Wilbraham / Albemarle (1292)",,  42.112194, -72.556335,,,,,,
1296,"Main/Church (1296)",,  42.110855, -72.602394,,,,,,
1297,"AIC (Wilbraham Rd) (1297)",,  42.111977, -72.558449,,,,,,
1298,"Main / Morgan (1298)",,  42.111496, -72.603355,,,,,,
1299,"State / Hayden (1299)",,  42.111866, -72.562950,,,,,,
13,"Bagdon Farm (13)",,  42.446461, -72.554710,,,,,,
130,"Russell/Campus Plaza (Pride) (130)",,  42.363682, -72.538857,,,,,,
1300,"American International College (1300)",,  42.111889, -72.558502,,,,,,
1301,"Carew/Dwight (1) (1301)",,  42.111443, -72.599663,,,,,,
1302,"MLK Community Center (Wilbraham Rd) (1302)",,  42.111729, -72.560204,,,,,,
1304,"Magazine / Bowdoin (1304)",,  42.111572, -72.576096,,,,,,
1306,"Worthington / Sackett (1306)",,  42.112072, -72.582359,,,,,,
1307,"Magazine / Lincoln (1307)",,  42.111561, -72.576225,,,,,,
1309,"Mason Square (1309)",,  42.111347, -72.564972,,,,,,
131,"Gatehouse Road (Out) (131)",,  42.363365, -72.488472,,,,,,
1310,"Wilbraham / Rutland (1310)",,  42.111465, -72.561310,,,,,,
13101,"Gatehouse Road (In) (13101)",,  42.363277, -72.488319,,,,,,
1311,"Wilbraham / Colton (1311)",,  42.111393, -72.562767,,,,,,
1312,"Bay / Pleasant (1312)",,  42.111282, -72.571793,,,,,,
1315,"Wilbraham / Colton (1315)",,  42.111210, -72.563232,,,,,,
1316,"Plainfield St /John (opposite) (1316)",,  42.110680, -72.603455,,,,,,
1317,"West / Riverside (1317)",,  42.110573, -72.611305,,,,,,
1319,"Plainfield / John (1319)",,  42.110565, -72.603508,,,,,,
132,"Memorial Drive (Out) (132)",,  42.362564, -72.520828,,,,,,
1320,"Worthington / Sackett (1320)",,  42.110668, -72.584618,,,,,,
1321,"Worthington / Sackett (1321)",,  42.110546, -72.584930,,,,,,
1322,"West / Us Hwy 20 (1322)",,  42.110355, -72.611267,,,,,,
1323,"Mason Square (Inbound) (1323)",,  42.110683, -72.567245,,,,,,
1325,"Magazine / Lincoln (1325)",,  42.110535, -72.574989,,,,,,
1326,"Magazine / Lincoln (1326)",,  42.110725, -72.575310,,,,,,
1327,"Mason Square (1327)",,  42.110474, -72.567101,,,,,,
1328,"STATE/THOMPSON (1328)",,  42.110229, -72.569801,,,,,,
1329,"Elm / Field (1329)",,  42.109825, -72.624825,,,,,,
133,"Memorial Drive (In) (133)",,  42.362606, -72.520706,,,,,,
1330,"Bay / Saint James (1330)",,  42.110195, -72.573586,,,,,,
1331,"Bay / Saint James (1331)",,  42.110130, -72.573837,,,,,,
1332,"STATE/HANCOCK (1332)",,  42.110081, -72.569511,,,,,,
1334,"Main/Carew (1334)",,  42.109741, -72.600998,,,,,,
1335,"Main / St. George (1) (1335)",,  42.109776, -72.601440,,,,,,
1336,"Elm / Elmwood (1336)",,  42.109531, -72.624336,,,,,,
1338,"Hancock / State (1338)",,  42.109623, -72.568840,,,,,,
1339,"State/Stebbins (1339)",,  42.109722, -72.571655,,,,,,
134,"Rolling Green (Out) (134)",,  42.362854, -72.488739,,,,,,
1340,"State / St James (1340)",,  42.109589, -72.573349,,,,,,
1341,"State / Orleans (1341)",,  42.109467, -72.573120,,,,,,
1345,"Springfield / Mountain (1345)",,  42.107758, -72.703484,,,,,,
1346,"Worthington / Worthington (1346)",,  42.108921, -72.586670,,,,,,
135,"Rolling Green (In) (135)",,  42.362221, -72.488029,,,,,,
1350,"Technology Park (1350)",,  42.108860, -72.575447,,,,,,
1351,"Hancock / Monroe (1351)",,  42.108932, -72.568825,,,,,,
1352,"Westfield Walmart (1352)",,  42.107304, -72.707726,,,,,,
1353,"Westfield / Us Hwy 20 (1353)",,  42.107456, -72.688698,,,,,,
1354,"Worthington / Spring (1354)",,  42.108437, -72.587379,,,,,,
1355,"Elm / Elm (1355)",,  42.107998, -72.623749,,,,,,
1356,"Westfield / Talcott (1356)",,  42.107346, -72.687744,,,,,,
1357,"Worthington / Spring (1357)",,  42.108234, -72.587463,,,,,,
1358,"State / Walnut (1358)",,  42.108356, -72.576042,,,,,,
1359,"Westford / Middlesex (1359)",,  42.108364, -72.552238,,,,,,
136,"Russell/Russell (Staples) (136)",,  42.361214, -72.543785,,,,,,
1360,"Norfolk/ Westford Circle (1360)",,  42.108501, -72.549423,,,,,,
1361,"Westford / Middlesex (1361)",,  42.108284, -72.552490,,,,,,
1362,"Westfield / Westfield (1362)",,  42.107079, -72.682701,,,,,,
1363,"Westford / Albemarle (1363)",,  42.108086, -72.555351,,,,,,
1365,"Westford / Braddock (1365)",,  42.107971, -72.554657,,,,,,
1366,"Westford / Gunn (1366)",,  42.107964, -72.558281,,,,,,
1367,"Westfield / Nelson (1367)",,  42.107048, -72.648445,,,,,,
1369,"Westford / Massachusetts (1369)",,  42.107925, -72.557053,,,,,,
137,"Russell/Rte 9 (Holiday Inn Express) (137)",,  42.359985, -72.546738,,,,,,
1371,"Elm / Us Hwy 20 (1371)",,  42.107216, -72.622696,,,,,,
1372,"Hancock / Quincy (1372)",,  42.107689, -72.568459,,,,,,
1374,"Westfield / Nelson (1374)",,  42.106869, -72.648384,,,,,,
1375,"Westford / Massachusetts (1375)",,  42.107677, -72.557518,,,,,,
1376,"Westfield / Woodmont (1376)",,  42.106834, -72.650505,,,,,,
1377,"Walnut / State (1377)",,  42.107594, -72.576653,,,,,,
1378,"Westfield / Cedar (1378)",,  42.106808, -72.645424,,,,,,
1379,"Westfield / Royce (1379)",,  42.106880, -72.623657,,,,,,
138,"Logtown Road (In) (138)",,  42.356838, -72.482407,,,,,,
1380,"Elm / Westfield (1380)",,  42.106796, -72.622940,,,,,,
1381,"Walnut / State (1381)",,  42.107330, -72.576103,,,,,,
1382,"Westfield / Woodmont (1382)",,  42.106571, -72.650429,,,,,,
1383,"Westfield / Cedar (1383)",,  42.106537, -72.644943,,,,,,
1385,"Westfield / Springfield (1385)",,  42.106380, -72.652702,,,,,,
1386,"Westford / Gunn (1386)",,  42.107197, -72.558266,,,,,,
1387,"Commerce High School (opposite) (1387)",,  42.107189, -72.578773,,,,,,
1388,"Westfield / Locust (1388)",,  42.106239, -72.652763,,,,,,
139,"Logtown Road (Out) (139)",,  42.356487, -72.481956,,,,,,
1390,"Park / Lathrop (1390)",,  42.106476, -72.618958,,,,,,
1391,"Main / Us Hwy 20 (1391)",,  42.106476, -72.616447,,,,,,
1392,"Westfield / Van Deene (1392)",,  42.106365, -72.624947,,,,,,
1393,"Tinkham / Main (1393)",,  42.107937, -72.436584,,,,,,
1394,"Tinkham / Main (1394)",,  42.107899, -72.436485,,,,,,
1395,"Worthington / Chestnut (1395)",,  42.106537, -72.589493,,,,,,
1396,"Us Hwy 20 / Park Avenue (1396)",,  42.106117, -72.617867,,,,,,
1398,"Worthington / Chestnut (1398)",,  42.106461, -72.589752,,,,,,
1399,"Main / Bliss (1399)",,  42.106228, -72.615913,,,,,,
14,"Laurenitis Farm Stand (Out) (14)",,  42.442165, -72.551346,,,,,,
140,"Hampshire Mall (140)",,  42.355961, -72.550140,,,,,,
1400,"Middlesex / King (1400)",,  42.106785, -72.551353,,,,,,
